,Unnamed: 0,Unnamed: 0.1,학번,학과,전공,전공교수,rec012_nation_cd,과정,수료년도,수료학기,rec012_birth_dt,gpa,rec012_school_term,서류점수,면접점수,인건비총액,학생소속대학명_간호대학,학생소속대학명_경영대학,학생소속대학명_공과대학,학생소속대학명_디자인조형학부,학생소속대학명_문과대학,학생소속대학명_미디어학부,학생소속대학명_법과대학,학생소속대학명_보건과학대학,학생소속대학명_사범대학,학생소속대학명_생명과학대학,학생소속대학명_스마트보안학부,학생소속대학명_심리학부,학생소속대학명_의과대학,학생소속대학명_이과대학,학생소속대학명_정경대학,학생소속대학명_정보대학,학생소속대학명_정보보호학부,학생교육부계열_공학,학생교육부계열_예·체능,학생교육부계열_의학,학생교육부계열_인문·사회,학생교육부계열_자연과학,학생교육부계열_nan,성별_1,성별_2,입학과정_군위탁생,입학과정_외국인,입학과정_정원내신입학,입학과정_정원내재입학,입학과정_정원외-계약학과,입학과정_편입학박사(2학기),입학과정_편입학박사(3학기),입학과정_학연산협동과정,학적_수료,학적_수료연구(재학),학적_수료연구(제적),학적_수료연구(휴학),학적_재학,학적_제적,학적_휴학,학부출신_자교,학부출신_타교,대학원출신_자교,대학원출신_타교,대학원출신_nan
3037,3037,8593,AAGsXrDVMNAo1l4JJ+8xhO1+,전기전자공학과,전기에너지,AAGDGLl29YC1WZ2udO/Jhl+/,KOR,박사과정,2021.0,1R,19841114,4.25,4,49.3,49.9,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3038,3038,8594,AAFJ/V0pMTC0ljuER4G2c8Kz,전기전자공학과,반도체 및 나노전공,AAFAdiRzimzpkLB6/eFLLRaK,KOR,박사과정,2021.0,1R,19810303,4.38,4,49.6,49.8,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3039,3039,8595,AAHz8fXUpJV7aU1Az44p0aah,전기전자공학과,신호 및 멀티미디어전공,AAGioczb0MZcdiThVufZfhjq,CHN,박사과정,2021.0,1R,19921024,4.29,4,95.0,0.0,29857335.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3040,3040,8596,AAHdhuyCVOeoajQVFmoRVKOA,전기전자공학과,반도체 및 나노전공,AAFukyr7xBbs8UJxDmTihFIk,KOR,박사과정,2021.0,1R,19900419,4.35,4,47.8,45.7,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3041,3041,8597,AAHW2pirE9+UFmr2cwUcSOvk,전기전자공학과,반도체 및 나노전공,AAFAdiRzimzpkLB6/eFLLRaK,KOR,박사과정,2021.0,1R,19821128,3.96,4,44.4,47.9,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3042,3042,8602,AAEWKCHuJsOTQUbhy5ESZZW1,생활과학과,아동학전공,AAHYxj4ow6kX8nOk7VUTFx57,KOR,박사과정,,,19820524,4.0,1,48.0,47.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3043,3043,8607,AAEy5k2t5ShqZyCnr7h5G0lD,생활과학과,가정교육학,AAFEM6Xg7M9C75PwVSHhpu2j,KOR,박사과정,,,19620614,3.58,2,40.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3044,3044,8610,AAH9ugQBl3qjiLuINJEIE9EM,미디어학과,미디어학전공,AAGY2RjDYmva42tjk2bJKpRH,KOR,박사과정,,,19921114,3.67,2,44.5,45.5,26165497.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3045,3045,8611,AAFVsgXjAQnXd4AdUf4xjv2V,미디어학과,미디어학전공,AAFE5lpz2QeAgqlMDKNVRwxV,KOR,박사과정,,,19860212,4.17,1,45.5,46.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3046,3046,8612,AAFLCko98TH/05OCqCRbdwjc,미디어학과,미디어학전공,AAHYGbVReVQuHQU9F/h6w8K4,KOR,박사과정,,,19711026,3.83,2,44.0,47.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3047,3047,8613,AAGSvCxyvBc6FydHRx0s3vg2,미디어학과,미디어학전공,AAHwrdUcMDkb/bundtP08/2H,KOR,박사과정,,,19811220,4.17,2,47.0,44.5,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3048,3048,8644,AAEC0X1a7TQhT5wpzSsK+Yfj,바이오시스템공학과,식물병리학 및 원예과학전공,AAH0HWX470dHOsiUoFhN3IJE,KOR,박사과정,,,19911008,0.0,2,50.0,49.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3049,3049,8650,AAH9TBI5WOf5vXFS0eVIv5Jb,교육학과,교육과정학,AAG/q/7EFVvdlEHZn04XE8Vy,KOR,박사과정,2020.0,1R,19870119,4.42,4,48.16,49.67,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3050,3050,8651,AAHAtsMpwIUUzGEXoQfgOoqC,교육학과,교육공학,AAH1tSmDwbxFSq2plv3pkoS1,KOR,박사과정,2019.0,2R,19890714,4.42,4,45.0,44.33,17500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3051,3051,8652,AAEVw6JXSO3R3xIBQNwQsXom,교육학과,인적자원개발 및 성인계속교육학전공,AAFYU8vMla8nEdIofQ7Vx/+Z,KOR,박사과정,2019.0,2R,19760324,4.25,4,50.0,49.67,24533921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3052,3052,8674,AAErPv4Hl0nOsrNrV8xsm1B5,바이오시스템공학과,식물 유전 공학 전공,AAGxQXkQ58ix3nRr8wBfpEFD,VNM,박사과정,,,19920514,,1,48.0,47.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3053,3053,8685,AAH9PprjYcDiNp9mxHQdI4FY,교육학과,특수교육,AAGg8vfbz6HpMAt8LwlrVwHw,KOR,박사과정,2019.0,2R,19610616,4.21,4,36.31,49.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3054,3054,8686,AAHFvJvanfQVKk6DAERKImBp,교육학과,교육공학,AAH1tSmDwbxFSq2plv3pkoS1,KOR,박사과정,,,19861219,4.0,2,46.0,46.67,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3055,3055,8688,AAG5KPxhB0Btc0SYO5yyi4yQ,교육학과,특수교육,AAGg8vfbz6HpMAt8LwlrVwHw,KOR,박사과정,2019.0,2R,19870620,4.46,4,47.0,47.67,38125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3056,3056,8721,AAG0eA3v46E0GZihsZ86P2F/,교육학과,인적자원개발 및 성인계속교육학전공,AAFYU8vMla8nEdIofQ7Vx/+Z,KOR,박사과정,2020.0,1R,19740926,4.29,5,38.0,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3057,3057,8722,AAFeHqtJ/tkD9FXxuX7hs/8W,교육학과,인적자원개발 및 성인계속교육학전공,AAFYU8vMla8nEdIofQ7Vx/+Z,KOR,박사과정,2020.0,1R,19751203,4.17,5,31.33,49.67,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3058,3058,8725,AAHGplpJu3sZvKePWoYC5SCh,교육학과,교육공학,AAH1tSmDwbxFSq2plv3pkoS1,CHN,박사과정,,,19840722,4.17,2,91.67,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3059,3059,8728,AAGUVjs65gpygDtYbi4cS0ex,화학과,분석화학전공,AAF7f0+Jymm6S48M6Du03fzp,KOR,박사과정,2019.0,2R,19911122,3.92,4,46.0,37.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3060,3060,8730,AAFSM4PanlvrqG1Gh0Ak0XDy,화학과,유기화학전공,AAG7AQtjWhtHdCRRfq9kiaKp,KOR,박사과정,2019.0,2R,19860501,3.96,4,44.0,42.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3061,3061,8754,AAEVvAIwphniISa86+KL74XP,바이오의공학과,바이오의공학,AAEpHiaFK56xDZ2xZgm7yKh4,KOR,박사과정,,,19921009,3.0,1,45.67,48.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3062,3062,8764,AAGB3hRRd1JNLpPgZUpNa7QJ,인공지능학과,인공지능,AAFXDlCEmJaJSYNPVqccDMZx,KOR,박사과정,,,19810429,4.25,2,42.0,46.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3063,3063,8765,AAE48cTW0k9fEggee10bzLnS,인공지능학과,인공지능,AAFLXiapCRRbBvxf4mUmKRYR,KOR,박사과정,,,19880602,3.83,2,42.0,46.0,10188200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3064,3064,8766,AAH3e1SGhESUQG22WHmST912,인공지능학과,인공지능,AAFXDlCEmJaJSYNPVqccDMZx,KOR,박사과정,,,19880504,4.33,2,42.0,46.0,23700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3065,3065,8767,AAEBmOIB+PWKRMFG7GawV+rW,노동학협동과정,노동학,AAH5SofTrg+hZ0pF5cQzCd3z,KOR,박사과정,,,19770424,4.5,2,47.3,47.3,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3066,3066,8768,AAGlM13wVetnFvKikjVQrpeE,노동학협동과정,노동학,AAGlLrbMH4u4Mi6ZqZYKW3et,KOR,박사과정,,,19940208,4.25,2,46.3,46.3,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3067,3067,8769,AAEIqH6fau1rUXNodo+p1V+r,노동학협동과정,노동학,AAH5SofTrg+hZ0pF5cQzCd3z,KOR,박사과정,,,19841021,4.0,2,44.33,42.67,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3068,3068,8771,AAFslVCEnaK7tIjZ/oH4oKLm,노동학협동과정,노동학,AAH5SofTrg+hZ0pF5cQzCd3z,KOR,박사과정,,,19701015,4.5,2,46.67,48.33,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3069,3069,8772,AAFjjgJY+SnpD+oqCcPFsP/h,노동학협동과정,노동학,AAHuFEroarQvf+h+mmKgS4Vl,KOR,박사과정,,,19771020,4.25,2,48.0,47.67,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3070,3070,8773,AAGQnPOkTnK76Eie+0pMQ63A,노동학협동과정,노동학,AAHuFEroarQvf+h+mmKgS4Vl,KOR,박사과정,,,19831031,4.17,2,44.67,43.67,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3071,3071,8778,AAFC/+CdqgUZ0g8x9cgtkReT,의과학과,의생명과학전공,AAHxQ1hQVwWlLXTencZd1BX0,KOR,박사과정,2021.0,1R,19901011,3.96,4,42.67,41.67,41400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3072,3072,8779,AAFKM9c22sJJiY9ph2deHEvT,의과학과,의공학전공,AAHSv3KntkqFUnXmBjdjlEsR,KOR,박사과정,2021.0,1R,19860809,4.08,4,47.67,46.67,57300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3073,3073,8780,AAGbHFa0nwopmE/dW7uCsFSk,의과학과,의생명과학전공,AAHPEpbRIonHHSy0z48VeQbe,KOR,박사과정,2021.0,1R,19850301,4.23,4,48.67,46.33,52320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3074,3074,8781,AAGSe/7sN4qp+HwvLWSK+3g6,의과학과,의생명과학전공,AAE8POGmOOzpy7O5zxCxrHJt,KOR,박사과정,2021.0,1R,19920509,4.23,4,49.0,48.67,71704000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3075,3075,8782,AAE+DVp/k4nLO60diVMt2Qlu,의과학과,의공학전공,AAHV8N/l4fzaOfT4h22VWUum,KOR,박사과정,2021.0,1R,19900417,4.12,4,47.33,46.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3076,3076,8784,AAFylmpU7VKkMKlP5NMipkqJ,의과학과,의생명과학전공,AAHxgcvooEDhnVFDeFeid3mA,CHN,박사과정,2021.0,1R,19910303,4.04,4,86.0,0.0,58500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3077,3077,8790,AAG/doonmGsDwDCmnELQAmCR,법학과,행정법전공,AAEVpefSx2DfXfxPyN10hOfU,KOR,박사과정,2020.0,1R,19791109,4.17,5,40.0,46.9,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3078,3078,8791,AAEgHeL2117/LGiZO8ci1KcD,법학과,헌법전공,AAHkMousrJEsrNiEUrwVl2xe,KOR,박사과정,2019.0,2R,19780224,4.13,4,40.0,53.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3079,3079,8792,AAFuJPaG1s3PhhDz+NJFPT5r,법학과,상법전공,AAF0CDjy0B2BX1AtH5gx16Ia,KOR,박사과정,2020.0,1R,19810123,4.5,5,39.0,56.89,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3080,3080,8793,AAFkxXIel9NpKeKeOcemFUF/,인공지능학과,인공지능,AAFXDlCEmJaJSYNPVqccDMZx,KOR,박사과정,,,19910306,4.5,1,42.0,46.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3081,3081,8794,AAEpkl4uk1tMvaUHD6iQn68V,법학과,상법전공,AAGZRHz4uy20LLa8nLr3EyFu,KOR,박사과정,2020.0,1R,19730720,4.42,5,38.0,57.99,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3082,3082,8795,AAGv63cciKy9w/7lBtv5Lchy,법학과,행정법전공,AAFPL57kPzDb3O8F3TpQ4rd2,KOR,박사과정,2019.0,2R,19880801,4.21,4,40.0,54.99,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
