,Unnamed: 0,Unnamed: 0.1,학번,학과,전공,전공교수,rec014_nation_cd,과정,수료년도,수료학기,rec014_birth_dt,졸업년도,졸업학기,gpa,rec014_school_term,서류점수,면접점수,대학원출신,인건비총액,학생소속대학명_간호대학,학생소속대학명_경영대학,학생소속대학명_공과대학,학생소속대학명_디자인조형학부,학생소속대학명_문과대학,학생소속대학명_미디어학부,학생소속대학명_법과대학,학생소속대학명_보건과학대학,학생소속대학명_사범대학,학생소속대학명_생명과학대학,학생소속대학명_심리학부,학생소속대학명_의과대학,학생소속대학명_이과대학,학생소속대학명_정경대학,학생소속대학명_정보대학,학생소속대학명_정보보호학부,학생교육부계열_공학,학생교육부계열_예·체능,학생교육부계열_의학,학생교육부계열_인문·사회,학생교육부계열_자연과학,성별_1,성별_2,입학과정_군위탁생,입학과정_복수학위제,입학과정_외국인,입학과정_정원내신입학,입학과정_정원내재입학,입학과정_정원외-계약학과,입학과정_정원외북탈민,입학과정_편입학석사(2학기),입학과정_편입학석사(3학기),입학과정_학·석사연계과정,입학과정_학연산협동과정,학적_졸업,학부출신_자교,학부출신_타교
4512,4512,5182,AAGNRYlE2tSfn8mwYXV2k1SC,법학과,상법전공,AAEenTiTKmiqHkZTTSVZvia8,KOR,석사과정,2021.0,1R,19960801,2021,2R,4.5,4,37.5,50.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4513,4513,5183,AAFVVGwRSTcN0boxet5h5cb6,법학과,상법전공,AAGP9smC3RzjDYZ5+EFbUNse,KOR,석사과정,2021.0,1R,19790502,2021,2R,4.5,4,34.5,60.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4514,4514,5185,AAEK9dZFeCmoifigldRXxvCe,기계공학과,기계공학전공,AAG9vgWMRYHtNalVfeopzK5v,KOR,석사과정,2021.0,2R,19941229,2021,2R,4.06,4,43.0,48.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
4515,4515,5186,AAFHWcv/Mg0b5ere7LkP9i3G,기계공학과,기계공학전공,AAEjhMsY958qKCUYKbgm7g0N,KOR,석사과정,2021.0,2R,19940419,2021,2R,3.69,4,45.0,49.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
4516,4516,5187,AAFdtziUK2pIBKteUdUfm4Gt,기계공학과,기계공학전공,AAHJ8uyqOAABSaCYNkI4XaaR,KOR,석사과정,2021.0,2R,19940601,2021,2R,4.13,4,47.0,47.0,,22906230.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4517,4517,5188,AAEa3uBlFi9Cb6IwhheNZEOI,기계공학과,기계공학전공,AAFHzY8JkkLSWvCRab14c8yE,KOR,석사과정,2021.0,2R,19940316,2021,2R,3.81,4,48.0,47.0,,44100000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4518,4518,5189,AAEOpOJesbCvyaNcFM02TZWc,기계공학과,기계공학전공,AAFhUnpsVpJ3YF7ElhS8O84k,KOR,석사과정,2021.0,2R,19931022,2021,2R,4.44,4,50.0,49.0,,33500000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4519,4519,5190,AAGEK42/JUu+7epIPZaB01kL,기계공학과,기계공학전공,AAFHzY8JkkLSWvCRab14c8yE,CHN,석사과정,2021.0,2R,19970829,2021,2R,4.13,4,97.0,0.0,,42000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4520,4520,5191,AAGySHpDLW8yCtaohG6E9gKs,기계공학과,기계공학전공,AAG9vgWMRYHtNalVfeopzK5v,KOR,석사과정,2021.0,2R,19930613,2021,2R,4.4,4,45.0,45.0,,44002100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4521,4521,5195,AAF0ao4NwEPQfbdAstYPfxwU,생명공학과,시스템식품생명공학전공,AAGI3mO4lvJLcU0bQdtgmrTe,KOR,석사과정,2021.0,1R,19900906,2021,2R,3.69,4,44.0,40.3,,30230000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4522,4522,5197,AAGe6YR+fbt/RDTio3Ft6uXH,중일어문학과,중국어학전공,AAFLkpbAXsqLbbDrv77W4E0Q,KOR,석사과정,2017.0,2R,19911022,2021,2R,3.84,4,47.0,47.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4523,4523,5199,AAHKdRJEs5rTK6Xx+aVx+Vjx,건축학과,건축계획학전공,AAGqlLslP9/uIFQLbRKSWiid,KOR,석사과정,2017.0,2R,19640720,2021,2R,4.25,4,23.24,60.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4524,4524,5202,AAGs1Cuk58OsQXe2UNJTvQbp,식품자원경제학과,응용경제학전공,AAFitwJ2l8z3AroAFxTEffNx,DEU,석사과정,2021.0,2R,19970325,2021,2R,4.31,2,91.0,0.0,,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4525,4525,5203,AAFeF1qlx9cmaWgJws1Atma9,식품자원경제학과,응용경제학전공,AAFitwJ2l8z3AroAFxTEffNx,IDN,석사과정,2021.0,2R,19940828,2021,2R,3.56,2,85.33,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4526,4526,5205,AAGKZVRsMQDEWulqqk0S3uba,건축사회환경공학과,사회인프라전공,AAGCqxpkl1TslVbWwzL7IA5K,CHN,석사과정,2021.0,1R,19950706,2021,2R,4.28,4,43.6,47.0,,24742000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4527,4527,5206,AAFktNy033064uGMl3j0le2z,건축사회환경공학과,물과 환경전공,AAEhofQwTVQKctfpDuG/lbed,KOR,석사과정,2021.0,1R,19940416,2021,2R,3.94,4,43.0,48.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
4528,4528,5207,AAG0WyNiXztbrmNZzY30pl0D,중일어문학과,중국어학전공,AAEkGam9E2pOqV1SprbvABTy,KOR,석사과정,2017.0,2R,19890625,2021,2R,4.06,4,47.5,47.0,,10722581.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4529,4529,5209,AAHMbs6KTGz0bndvKTQFLXyk,의학과,성형외과학전공,AAFdBH9wvM9pK01HLspaRzEz,KOR,석사과정,2021.0,2R,19930622,2021,2R,4.33,4,41.0,45.67,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4530,4530,5210,AAHtJxFOH+eCHHmAMNtwixM3,의학과,비뇨기과학전공,AAE2XTZlG0WqVc4lGBnbnToT,KOR,석사과정,2021.0,2R,19921026,2021,2R,4.19,4,43.0,45.33,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4531,4531,5211,AAFw+JE74rak3KSubw3Vr2i4,메카트로닉스협동과정,메카트로닉스전공,AAFHzY8JkkLSWvCRab14c8yE,KOR,석사과정,2021.0,2R,19940615,2021,2R,3.94,4,47.0,48.0,,44100000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4532,4532,5212,AAFU/scTCY3z2n+66Uo4fjQh,의학과,해부학전공,AAFY+aKx/8uvRer7Z05wjgSI,KOR,석사과정,2021.0,2R,19920416,2021,2R,4.19,4,37.67,44.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4533,4533,5213,AAH5Hmj7q0EHHdK0uH0lKsm2,중일어문학과,중국어학전공,AAFLkpbAXsqLbbDrv77W4E0Q,KOR,석사과정,2020.0,2R,19931130,2021,2R,4.5,4,40.0,45.0,,13645162.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4534,4534,5214,AAFGSmaYp+rakmxtq1Ag6SJO,보건학협동과정,보건정책및병원관리전공,AAFiFf5hxLTXSf8WauWM+tMa,KOR,석사과정,2021.0,2R,19940315,2021,2R,4.03,4,36.0,47.0,,61500876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4535,4535,5215,AAHYdPXjbWgUA3evR933wL4a,보건학협동과정,국제보건학전공,AAGQmrJUXrJy7r+235eDx8W8,NPL,석사과정,2021.0,2R,19931017,2021,2R,4.33,4,84.3,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4536,4536,5216,AAEgjhnN+q4t6xw+YNf2Bjzs,의학과,마취통증의학전공,AAHoo/Ld5Xvf5zm1eWzU9tJW,KOR,석사과정,2021.0,2R,19920125,2021,2R,4.06,4,34.0,44.67,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4537,4537,5217,AAH3+q9LEtA0Ll8WOM69zWto,의학과,가정의학전공,AAGgI7okyTdJnF9DF8wj+L2m,KOR,석사과정,2021.0,2R,19911003,2021,2R,4.18,4,36.33,42.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4538,4538,5218,AAF3ZN730SZG2Kp/ROiecqrz,의학과,가정의학전공,AAH6l0KbOYCGVI/ife5x1Rdm,KOR,석사과정,2021.0,2R,19800211,2021,2R,4.32,4,37.67,43.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4539,4539,5219,AAGsOT/igvZ7/ikA/DjwvcDm,메카트로닉스협동과정,메카트로닉스전공,AAHCDViqJJEmqBBosbURMvpo,KOR,석사과정,2021.0,2R,19910726,2021,2R,4.25,4,47.0,48.0,,35424000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4540,4540,5220,AAGG4XU5EFSXppqxVflpGfqf,미세소자공학협동과정,반도체소자전공,AAEClPAQjORZKayEf40sZEcD,KOR,석사과정,2021.0,2R,19960321,2021,2R,4.19,4,48.0,49.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4541,4541,5221,AAGlPmpGtIdz0rLrL3dfXseI,의학과,성형외과학전공,AAHHf0lN8khp9ZMt6NTLQzpv,KOR,석사과정,2021.0,2R,19910217,2021,2R,3.83,4,37.0,44.67,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4542,4542,5222,AAG9sgxJEDMPLdyBIWmDukvz,신소재공학과,신소재공학전공,AAHtjVpi/adGnjoH4gqGkXR+,KOR,석사과정,2021.0,2R,19910731,2021,2R,4.19,4,47.5,47.0,,42608480.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4543,4543,5223,AAF7F3o2eDmonsk/ErGm23rP,신소재공학과,신소재공학전공,AAF4pNgCtw8Vp1PBSri//9b6,KOR,석사과정,2021.0,2R,19940125,2021,2R,4.0,4,46.0,46.5,,33841300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4544,4544,5224,AAGMVlifw5eCEAL1eoHcIHBp,생명과학과,분자생물학전공,AAGzkykLzorqTnXi1BAPTMeY,KOR,석사과정,2021.0,2R,19941118,2021,2R,4.0,4,39.0,47.0,,24240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4545,4545,5228,AAHDCDKCZnJb/5R3ttC/SyGG,철학과,동양철학전공,AAGTCWLZMnx5nw5NLuTqlscG,KOR,석사과정,2018.0,1R,19900608,2021,2R,4.19,4,30.0,65.0,,24300000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4546,4546,5229,AAGndfWUGRi2G1Pn8NXZr4wt,통계학과,수리통계학전공,AAGCbBb+i4VGljagiYgMsEFF,KOR,석사과정,2021.0,2R,19960228,2021,2R,4.44,3,94.0,,,10800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
4547,4547,5230,AAHgD7JnyxI64bjlOfKLuVZ3,통계학과,응용통계학전공,AAHnoWUEligJfVzVQZdEg2j2,KOR,석사과정,2021.0,2R,19940203,2021,2R,4.25,3,93.5,,,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
4548,4548,5231,AAG8AfPZSc97VDN9CnI/EjZS,국제경영학과,국제경영론전공,AAG+c+oml73HfrmnRQ7+Zp4F,KOR,석사과정,2020.0,2R,19950910,2021,2R,4.1,4,25.0,60.0,,15600000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4549,4549,5236,AAGDNVDmVYKX5TaH7u5IRmHi,심리학과,행동인지신경과학전공,AAGP9v6gq+qk7zzq8Fm5xrQI,KOR,석사과정,2020.0,2R,19960130,2021,2R,4.22,4,37.0,57.7,,16852000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4550,4550,5239,AAEZacGq5CEBJOWB8g4W68fG,식품자원경제학과,식품·보건경제학전공,AAG7vHi2jIaUO13/QmqgSiQh,FRA,석사과정,2021.0,2R,19981210,2021,2R,4.13,2,83.66,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4551,4551,5240,AAGqpb3aXzFhDMDTZ0N07w3S,생명공학과,시스템식품생명공학전공,AAHy0IB4ICA8JTJnrvw4Y7Mc,KOR,석사과정,2021.0,1R,19950219,2021,2R,4.28,4,48.0,45.3,,28081610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4552,4552,5241,AAFt8hTmsZTarERqPcYyhmPx,간호학과,간호과학,AAFM+9kwQk2jli8gQanSU4Os,KOR,석사과정,2021.0,1R,19911023,2021,2R,4.11,4,54.3,38.7,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4553,4553,5243,AAEOZmNa2wReud4MQvs+J+k+,국어국문학과,한국어문화교육학,AAFYGqx7PBlD1q4z0UyBp9nH,EST,석사과정,2019.0,2R,19940302,2021,2R,4.13,4,87.8,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4554,4554,5245,AAFdiPOboTsgKG5FWVPJUALO,전기전자공학과,반도체 및 나노전공,AAECdzyDAzeE6PWmSAm4h7jT,KOR,석사과정,2021.0,2R,19950128,2021,2R,4.18,5,49.0,49.4,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
4555,4555,5246,AAE86t5ymXotHLXzkt5OZPFg,행정학과,행정학전공,AAE106G3OaPSWT3x2E1+NanP,KOR,석사과정,2019.0,2R,19890113,2021,2R,4.44,4,47.67,47.67,,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4556,4556,5247,AAF93ckVhH9n7hj3dhc9MOFJ,생명과학과,생화학전공,AAFCs6risgpKldWv4DMEijrV,KOR,석사과정,2021.0,2R,19960705,2021,2R,4.4,4,46.0,41.0,,12635000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4557,4557,5248,AAE81N98KkkXUP1hs04FTcgv,생명과학과,분자생물학전공,AAHir0SlysX30+fF4LalEmVC,KOR,석사과정,2021.0,2R,19960424,2021,2R,4.0,4,48.0,43.5,,22372200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4558,4558,5249,AAGj6eLW6CmdbNrMbaOtixr/,생명과학과,세포생물학,AAHkoH8BLVXJTA84Gn2ThE/E,KOR,석사과정,2021.0,2R,19960923,2021,2R,4.4,4,49.0,45.0,,41000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4559,4559,5250,AAEFHNrPUjJURf8xhAR5n9Ci,생명과학과,분자생물학전공,AAFZsHzgegPrchcvQSTLPkwZ,RUS,석사과정,2021.0,2R,19911130,2021,2R,4.5,4,90.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4560,4560,5251,AAFM4u6yv6M9GSnfcuxdAKDC,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,KOR,석사과정,2021.0,2R,19941221,2021,2R,3.81,4,49.0,50.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
4561,4561,5252,AAHushOhEBrrFCJjD6MonqMt,신소재공학과,신소재공학전공,AAHMngiUwqKD8mqXyCpl4RdA,KOR,석사과정,2021.0,2R,19940430,2021,2R,3.94,4,48.5,50.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
