,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,학번,학과,전공,전공교수,rec014_nation_cd,과정,수료년도,수료학기,rec014_birth_dt,졸업년도,졸업학기,gpa,rec014_school_term,인건비총액,서류점수,면접점수,대학원출신,학생소속대학명_경영대학,학생소속대학명_공과대학,학생소속대학명_법과대학,학생소속대학명_보건과학대학,학생소속대학명_생명과학대학,학생소속대학명_심리학부,학생소속대학명_의과대학,학생소속대학명_이과대학,학생소속대학명_정경대학,학생소속대학명_정보대학,학생교육부계열_공학,학생교육부계열_인문·사회,학생교육부계열_자연과학,성별_1,성별_2,입학과정_외국인,입학과정_정원내신입학,입학과정_정원외-계약학과,입학과정_편입학석사(3학기),입학과정_편입학통합(4학기),입학과정_학연산협동과정,학적_졸업,학부출신_자교,학부출신_타교,졸업에걸린기간
189,189,189,5436,AAGiVTRMlx5iPG1sKIHij/sL,의과학과,의생명과학전공,AAFNsWx/tG20MskixpMFJzte,KOR,석·박사통합과정,2018,2R,19900521,2021,2R,4.19,6,132700000,45.7,47,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,12
190,190,190,5437,AAHx/Of3A2hlmZwdh8vR7Ifg,의과학과,의생명과학전공,AAGoJfVvGfNEJItB01cbjNOs,KOR,석·박사통합과정,2018,2R,19890731,2021,2R,4,6,116400000,46.7,45.3,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,12
191,191,191,5438,AAHMl4gG13b7uplXTMw+CIJn,의과학과,의생명과학전공,AAE8l4A/Yi6tn50GJ0JwUvik,NPL,석·박사통합과정,2018,2R,19910111,2021,2R,4.31,6,108000000,95,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,12
192,192,192,5456,AAEsECbwpi+INupmZ8eJeKiC,신소재공학과,신소재공학전공,AAE4RWtRb5Aywzq18+9py2WY,KOR,석·박사통합과정,2018,2R,19920430,2021,2R,4.14,6,95420000,59,40,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,12
193,193,193,5459,AAHIh3wpbue1KCJcKUwt7CTL,통계학과,수리통계학전공,AAFByAeboAfDls9tYCKfCcfP,KOR,석·박사통합과정,2020,2R,19900923,2021,2R,4.39,7,49790000,46,46.3,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,9
194,194,194,5468,AAEbrWe2ggd60Pp9Oibob+8/,환경생태공학과,생물재료공학전공,AAEiUBHWTaydfuUlbPpdXZPj,KOR,석·박사통합과정,2019,1R,19931027,2021,2R,4.38,6,144000465,48,48.67,,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,11
195,195,195,5491,AAEn+M/kKNqtW6ru9vuhITKv,마이크로/나노시스템협동과정,마이크로/나노시스템협동과정전공,AAFj8wKRZTXkoQ3FcBubZYe+,KOR,석·박사통합과정,2018,1R,19881101,2021,2R,4.06,6,101615000,43,45,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,13
196,196,196,5510,AAFlUSjzpQ04dUXdqqfSfrBi,생명공학과,분자생체공학전공,AAGHKhtTRVM2izkG1lKId0XM,KOR,석·박사통합과정,2020,1R,19940706,2021,2R,4.43,6,112970000,42,47.6,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,9
197,197,197,5519,AAGeKweYchptOlofKGfz4qZA,의과학과,의생명과학전공,AAHxQ1hQVwWlLXTencZd1BX0,CHN,석·박사통합과정,2019,2R,19920105,2021,2R,4.11,6,93500000,85,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,10
198,198,198,5537,AAGZCUkzXrcWvF+zyA0aexoX,기계공학과,기계공학전공,AAGMb99a8ba3R0Wqe3C95yqe,KOR,석·박사통합과정,2018,1R,19900314,2021,2R,4.33,6,178480511,49.5,49.5,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,13
199,199,199,5540,AAGOo0g0uyiPs2QAOOKcsWTj,화공생명공학과,화공생명공학전공,AAEgg9xAPbUzkzqGsSdbE/vh,KOR,석·박사통합과정,2019,1R,19930405,2021,2R,4.21,6,125583043,60,37.1,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,11
200,200,200,5571,AAG/y18WS4SwKmWB+MsWSLYa,컴퓨터·전파통신공학과,전파통신공학전공,AAGx+syfEJz2i7IEqqI92pvU,KOR,석·박사통합과정,2019,1R,19910713,2021,2R,4.39,6,72170000,44,44,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,11
